#    lambda_um    Flux_Jy   Sigma_Jy    AOT ident.
      3.04820      1526.64      18.9817      2.00000
      3.04908      1469.71      7.39016      3.00000
      3.04981      1468.71      19.2434      4.00000
      3.05024      1462.95      19.8651      4.00000
      3.05092      1474.93      7.84967      3.00000
      3.05192      1465.14      19.7285      4.00000
      3.05224      1503.25      14.8737      3.00000
      3.05366      1528.74      12.4705      3.00000
      3.05387      1482.82      17.8591      4.00000
      3.05500      1494.33      19.7744      4.00000
      3.05507      1546.98      10.1981      3.00000
      3.05620      1566.26      3.94485      3.00000
      3.05683      1503.54      10.1760      4.00000
      3.05791      1500.98      9.37390      4.00000
      3.05824      1563.14      3.82656      3.00000
      3.05990      1515.56      13.8922      4.00000
      3.06005      1558.54      4.84311      3.00000
      3.06126      1553.89      4.83122      3.00000
      3.06189      1540.59      9.31845      4.00000
      3.06292      1543.12      4.60449      3.00000
      3.06308      1544.41      8.09933      4.00000
      3.06433      1533.09      6.15931      3.00000
      3.06454      1545.29      6.84664      4.00000
      3.06578      1535.40      8.38653      4.00000
      3.06626      1513.61      6.77287      3.00000
      3.06766      1497.32      6.71807      3.00000
      3.06799      1508.74      15.6190      4.00000
      3.06906      1483.47      6.36043      3.00000
      3.06970      1506.69      12.7421      4.00000
      3.07028      1475.87      5.93673      3.00000
      3.07083      1493.61      12.8830      4.00000
      3.07180      1495.51      12.3365      4.00000
      3.07222      1478.27      7.63510      3.00000
      3.07376      1479.83      12.2630      4.00000
      3.07404      1491.58      7.82940      3.00000
      3.07516      1474.75      13.3290      4.00000
      3.07528      1507.37      9.64763      3.00000
      3.07661      1520.84      9.07853      3.00000
      3.07671      1481.37      16.8119      4.00000
      3.07780      1487.15      23.7269      4.00000
      3.07821      1533.69      6.23992      3.00000
      3.07982      1533.86      6.14306      3.00000
      3.08005      1517.07      19.1187      4.00000
      3.08105      1523.36      6.63534      3.00000
      3.08177      1512.66      16.0844      4.00000
      3.08286      1502.03      8.75608      3.00000
      3.08297      1494.42      20.6597      4.00000
      3.08428      1479.38      8.28482      3.00000
      3.08442      1470.43      15.5905      4.00000
      3.08566      1460.09      15.4769      4.00000
      3.08602      1458.39      8.86428      3.00000
      3.08742      1440.27      8.12816      3.00000
      3.08762      1444.63      13.2027      4.00000
      3.08938      1430.24      5.42927      3.00000
      3.08957      1455.12      11.6948      4.00000
      3.09077      1427.53      5.97051      3.00000
      3.09082      1450.32      13.8027      4.00000
      3.09153      1447.01      14.5436      4.00000
      3.09216      1430.58      5.66041      3.00000
      3.09339      1439.14      6.39911      3.00000
      3.09364      1489.91      16.9298      4.00000
      3.09545      1460.58      9.65516      3.00000
      3.09574      1538.18      23.0371      4.00000
      3.09704      1485.48      11.5096      3.00000
      3.09768      1533.38      19.3663      4.00000
      3.09836      1509.20      10.6515      3.00000
      3.09842      1541.46      21.9438      4.00000
      3.09956      1529.34      8.94849      3.00000
      3.09967      1547.13      23.9024      4.00000
      3.10139      1546.53      5.68204      3.00000
      3.10165      1570.04      23.3902      4.00000
      3.10332      1543.01      8.42169      3.00000
      3.10358      1566.50      24.2167      4.00000
      3.10457      1570.50      19.7973      4.00000
      3.10473      1527.89      9.05297      3.00000
      3.10594      1511.66      9.38070      3.00000
      3.10625      1554.62      18.6215      4.00000
      3.10734      1496.91      8.12068      3.00000
      3.10774      1548.83      17.0086      4.00000
      3.10959      1486.98      6.09153      3.00000
      3.10961      1520.69      14.3822      4.00000
      3.11084      1499.98      11.3973      4.00000
      3.11110      1484.53      4.43538      3.00000
      3.11172      1492.14      13.4532      4.00000
      3.11230      1479.89      4.93521      3.00000
      3.11351      1475.36      15.6136      4.00000
      3.11396      1466.78      7.42217      3.00000
      3.11536      1455.40      6.76670      3.00000
      3.11561      1476.45      14.3489      4.00000
      3.11729      1448.75      5.57538      3.00000
      3.11783      1483.63      17.8568      4.00000
      3.11783      1483.63      17.8568      4.00000
      3.11868      1455.44      6.18346      3.00000
      3.12008      1470.73      8.55995      3.00000
      3.12023      1498.64      13.2244      4.00000
      3.12129      1488.21      9.65762      3.00000
      3.12152      1512.51      4.78868      4.00000
      3.12322      1508.63      7.81279      3.00000
      3.12372      1516.44      10.0677      4.00000
      3.12471      1511.71      9.63570      4.00000
      3.12504      1520.52      3.12344      3.00000
      3.12608      1513.44      9.94221      3.00000
      3.12665      1484.38      15.0423      4.00000
      3.12789      1483.79      14.2109      3.00000
      3.12807      1469.49      13.2351      4.00000
      3.12948      1449.00      13.7361      4.00000
      3.12948      1456.78      12.0039      3.00000
      3.13121      1429.86      5.21755      3.00000
      3.13143      1435.19      9.81561      4.00000
      3.13239      1421.86      12.3272      4.00000
      3.13255      1419.11      11.4063      4.00000
      3.13262      1422.75      6.17219      3.00000
      3.13402      1417.09      6.66347      3.00000
      3.13576      1435.61      12.5290      3.00000
      3.13576      1470.87      22.9283      4.00000
      3.13720      1496.14      27.0913      4.00000
      3.13735      1452.62      13.3314      3.00000
      3.13916      1484.52      10.5880      3.00000
      3.14032      1492.67      6.75493      3.00000
      3.14036      1546.83      6.58328      4.00000
      3.14065      1547.11      5.48586      4.00000
      3.14170      1500.31      6.52133      3.00000
      3.14233      1543.61      11.4950      4.00000
      3.14332      1533.96      13.7496      4.00000
      3.14392      1503.90      4.20215      3.00000
      3.14526      1515.69      11.2792      4.00000
      3.14533      1497.56      7.59109      3.00000
      3.14653      1492.94      8.76617      3.00000
      3.14722      1525.15      11.6843      4.00000
      3.14795      1490.76      10.0984      3.00000
      3.14846      1533.84      8.11482      4.00000
      3.14935      1538.51      9.71791      4.00000
      3.14987      1483.28      9.59284      3.00000
      3.15129      1524.52      12.1164      4.00000
      3.15169      1482.57      7.82345      3.00000
      3.15302      1480.79      6.88816      3.00000
      3.15324      1524.94      11.8629      4.00000
      3.15438      1520.67      15.0162      4.00000
      3.15441      1476.29      6.46689      3.00000
      3.15609      1516.74      14.5037      4.00000
      3.15620      1469.76      7.18833      3.00000
      3.15802      1504.95      14.6471      4.00000
      3.15802      1471.94      7.65949      3.00000
      3.15857      1501.71      11.3363      4.00000
      3.15922      1478.05      9.91108      3.00000
      3.16064      1493.55      11.5733      3.00000
      3.16094      1513.46      9.22583      4.00000
      3.16195      1522.98      7.19577      4.00000
      3.16256      1505.91      9.49875      3.00000
      3.16439      1507.68      6.92776      3.00000
      3.16443      1534.63      7.32604      4.00000
      3.16571      1507.65      5.25274      3.00000
      3.16612      1542.66      6.29185      4.00000
      3.16700      1542.70      16.8326      4.00000
      3.16710      1506.92      4.51513      3.00000
      3.16889      1504.91      4.30847      3.00000
      3.16920      1523.21      13.9863      4.00000
      3.17071      1502.50      4.39100      3.00000
      3.17115      1494.04      14.1115      4.00000
      3.17191      1497.97      4.12598      3.00000
      3.17203      1488.07      13.5351      4.00000
      3.17309      1483.85      13.7622      4.00000
      3.17332      1491.66      5.49782      3.00000
      3.17521      1475.57      16.3920      4.00000
      3.17524      1471.89      7.08101      3.00000
      3.17706      1452.55      7.34944      3.00000
      3.17714      1466.03      10.0018      4.00000
      3.17839      1441.01      4.30540      3.00000
      3.17843      1459.99      8.49959      4.00000
      3.17977      1439.91      4.83923      3.00000
      3.17981      1466.22      9.50882      4.00000
      3.18156      1449.18      6.56041      3.00000
      3.18180      1472.41      9.68998      4.00000
      3.18303      1489.55      10.0265      4.00000
      3.18338      1469.90      8.30182      3.00000
      3.18458      1485.40      9.96104      3.00000
      3.18497      1500.86      8.79065      4.00000
      3.18622      1510.13      7.31407      4.00000
      3.18639      1505.58      8.15134      3.00000
      3.18809      1512.22      4.10631      3.00000
      3.18816      1514.05      7.54584      4.00000
      3.18906      1518.89      7.46330      4.00000
      3.18973      1504.44      7.02069      3.00000
      3.19100      1514.74      7.06636      4.00000
      3.19105      1493.15      7.25322      3.00000
      3.19243      1483.23      5.93466      3.00000
      3.19294      1512.13      9.90639      4.00000
      3.19436      1501.98      8.96761      4.00000
      3.19464      1481.39      4.69410      3.00000
      3.19580      1505.83      10.5629      4.00000
      3.19604      1486.12      5.02076      3.00000
      3.19723      1491.44      4.68302      3.00000
      3.19773      1509.13      11.1863      4.00000
      3.19897      1522.20      8.51850      4.00000
      3.19905      1500.62      5.35718      3.00000
