#    lambda_um    Flux_Jy   Sigma_Jy    AOT ident.
      11.8200      159.773      8.70503      7.00000
      11.8282      153.247      9.58922      7.00000
      11.8325      152.749      8.78747      7.00000
      11.8397      145.296      8.53910      7.00000
      11.8434      145.757      7.53322      7.00000
      11.8500      138.523      7.22923      7.00000
      11.8565      146.698      9.77641      7.00000
      11.8634      158.050      9.52599      7.00000
      11.8684      161.240      7.93365      7.00000
      11.8746      158.646      8.93697      7.00000
      11.8802      148.089      7.45178      7.00000
      11.8858      140.865      7.17033      7.00000
      11.8924      152.500      10.1605      7.00000
      11.8983      168.693      7.18860      7.00000
      11.9039      174.205      5.14066      7.00000
      11.9073      90.4195      32.5362      9.00000
      11.9073      90.4195      32.5362      9.00000
      11.9073      90.4195      32.5362      9.00000
      11.9073      90.4195      32.5362      9.00000
      11.9095      171.993      7.74986      7.00000
      11.9146      70.1343      32.8088      9.00000
      11.9157      163.701      7.43332      7.00000
      11.9206      152.076      8.63431      7.00000
      11.9221      86.1356      34.4855      9.00000
      11.9273      93.8740      39.5769      9.00000
      11.9276      158.863      10.1531      7.00000
      11.9335      130.911      38.9246      9.00000
      11.9340      163.723      7.56155      7.00000
      11.9388      163.423      8.28890      9.00000
      11.9406      173.221      5.74107      7.00000
      11.9458      165.185      6.55414      7.00000
      11.9460      166.821      7.88491      9.00000
      11.9517      162.204      7.72186      7.00000
      11.9538      167.165      6.84051      9.00000
      11.9575      169.479      6.13749      9.00000
      11.9576      159.596      8.43422      7.00000
      11.9613      167.034      5.41956      9.00000
      11.9639      162.139      10.6786      7.00000
      11.9686      171.741      3.80976      9.00000
      11.9698      158.610      7.44414      7.00000
      11.9754      156.910      7.24010      7.00000
      11.9764      171.563      1.70917      9.00000
      11.9815      170.894      5.17871      9.00000
      11.9828      158.766      6.96480      7.00000
      11.9850      170.590      6.13369      9.00000
      11.9865      153.133      6.45717      7.00000
      11.9942      165.533      5.48369      9.00000
      11.9942      154.257      7.36411      7.00000
      12.0001      159.395      7.49762      7.00000
      12.0020      166.713      5.62459      9.00000
      12.0064      164.888      7.40083      7.00000
      12.0079      171.035      5.13832      9.00000
      12.0116      171.974      4.05867      9.00000
      12.0116      163.125      6.82172      7.00000
      12.0169      172.468      4.59892      9.00000
      12.0175      154.808      8.29963      7.00000
      12.0237      139.019      8.26606      7.00000
      12.0244      171.227      4.92701      9.00000
      12.0289      129.296      7.03170      7.00000
      12.0297      171.119      4.59641      9.00000
      12.0335      171.806      6.26700      9.00000
      12.0358      149.153      9.48769      7.00000
      12.0398      168.385      4.18914      9.00000
      12.0422      153.197      9.42536      7.00000
      12.0483      170.515      2.97501      9.00000
      12.0485      147.439      11.4292      7.00000
      12.0522      132.269      12.7531      7.00000
      12.0561      176.973      3.68062      9.00000
      12.0596      116.482      11.2380      7.00000
      12.0599      177.031      3.15151      9.00000
      12.0651      176.687      5.24259      9.00000
      12.0661      124.557      14.6511      7.00000
      12.0723      146.940      11.7394      7.00000
      12.0729      164.644      4.76745      9.00000
      12.0779      148.697      9.31927      7.00000
      12.0784      161.058      4.15708      9.00000
      12.0831      162.724      8.86926      7.00000
      12.0844      161.560      4.15982      9.00000
      12.0879      165.972      3.68625      9.00000
      12.0905      155.955      7.66359      7.00000
      12.0956      164.982      3.83723      9.00000
      12.0963      156.133      7.75954      7.00000
      12.1026      151.892      8.11967      7.00000
      12.1033      159.850      4.56030      9.00000
      12.1081      154.867      7.98964      7.00000
      12.1082      163.907      3.60365      9.00000
      12.1119      166.481      4.66828      9.00000
      12.1143      149.669      9.06049      7.00000
      12.1195      163.229      4.99038      9.00000
      12.1214      153.318      10.4538      7.00000
      12.1266      143.352      11.4084      7.00000
      12.1286      153.497      3.82334      9.00000
      12.1316      152.139      14.5538      7.00000
      12.1348      151.689      2.11803      9.00000
      12.1385      154.139      2.36636      9.00000
      12.1386      163.081      12.4920      7.00000
      12.1439      155.585      2.49698      9.00000
      12.1449      164.477      9.86900      7.00000
      12.1504      164.904      8.52715      7.00000
      12.1514      160.306      2.87660      9.00000
      12.1559      147.437      7.26227      7.00000
      12.1566      163.406      2.63305      9.00000
      12.1604      163.580      2.67101      9.00000
      12.1621      142.661      8.44755      7.00000
      12.1667      163.286      2.37265      9.00000
      12.1691      144.576      9.23100      7.00000
      12.1717      160.399      2.66571      9.00000
      12.1757      157.058      9.64943      7.00000
      12.1809      159.577      8.51550      7.00000
      12.1810      156.766      1.41652      9.00000
      12.1867      168.611      9.61701      7.00000
      12.1870      156.064      1.26106      9.00000
      12.1929      154.576      10.0356      7.00000
      12.1942      157.267      2.08902      9.00000
      12.1993      155.346      10.0413      7.00000
      12.1998      160.715      2.62028      9.00000
      12.2047      155.370      10.5354      7.00000
      12.2053      160.249      2.24219      9.00000
      12.2117      157.885      7.29925      7.00000
      12.2134      166.209      5.41170      9.00000
      12.2163      170.261      5.81187      9.00000
      12.2175      163.162      6.62761      7.00000
      12.2222      173.395      6.69530      9.00000
      12.2249      154.264      7.27535      7.00000
      12.2300      146.385      9.69441      7.00000
      12.2301      165.854      8.77335      9.00000
      12.2350      148.488      13.3715      7.00000
      12.2353      160.601      4.23874      9.00000
      12.2424      149.225      13.1465      7.00000
      12.2426      157.256      1.51599      9.00000
      12.2464      159.002      1.84203      9.00000
      12.2483      160.765      11.5305      7.00000
      12.2541      164.352      10.0420      7.00000
      12.2558      158.735      2.99831      9.00000
      12.2608      154.548      8.36178      7.00000
      12.2634      159.078      3.43040      9.00000
      12.2658      157.796      7.96714      7.00000
      12.2691      158.819      3.40511      9.00000
      12.2728      158.261      8.06173      7.00000
      12.2730      154.398      4.13111      9.00000
      12.2782      149.412      4.31207      9.00000
      12.2798      154.086      4.61188      7.00000
      12.2848      157.838      4.53379      7.00000
      12.2858      146.674      4.50037      9.00000
      12.2909      149.522      4.76961      9.00000
      12.2915      148.679      5.48061      7.00000
      12.2973      149.590      5.83377      7.00000
      12.2983      152.951      3.73074      9.00000
      12.3021      154.106      3.99352      9.00000
      12.3031      136.236      8.64846      7.00000
      12.3105      131.291      10.2719      7.00000
      12.3114      159.124      3.67083      9.00000
      12.3155      138.811      7.47427      7.00000
      12.3188      158.279      4.02874      9.00000
      12.3213      154.570      4.17674      9.00000
      12.3225      148.491      7.74534      7.00000
      12.3279      148.931      8.93814      7.00000
      12.3287      141.638      5.76014      9.00000
      12.3337      137.316      12.0517      7.00000
      12.3340      133.546      5.26245      9.00000
      12.3398      129.889      4.18182      9.00000
      12.3410      144.055      15.5292      7.00000
      12.3461      139.416      14.2843      7.00000
      12.3468      132.731      4.14444      9.00000
      12.3531      150.887      10.4748      7.00000
      12.3541      143.981      4.56246      9.00000
      12.3569      148.558      4.68269      9.00000
      12.3586      150.238      7.93724      7.00000
      12.3648      143.108      7.37810      7.00000
      12.3655      149.277      3.84808      9.00000
      12.3713      130.584      9.29873      7.00000
      12.3731      154.851      11.7974      9.00000
      12.3771      167.635      9.75705      9.00000
      12.3779      121.568      12.0561      7.00000
      12.3837      128.525      10.2776      7.00000
      12.3845      170.797      7.14445      9.00000
      12.3892      136.704      12.2806      7.00000
      12.3899      170.752      7.79223      9.00000
      12.3954      157.512      4.44491      9.00000
      12.3965      155.596      10.5470      7.00000
      12.4019      154.150      11.5708      7.00000
      12.4028      152.237      2.61606      9.00000
      12.4065      150.313      3.39273      9.00000
      12.4092      154.320      14.1933      7.00000
      12.4125      153.131      2.34051      9.00000
      12.4143      144.292      11.5201      7.00000
      12.4202      155.748      2.29759      9.00000
      12.4213      138.315      11.2767      7.00000
      12.4270      136.681      10.4710      7.00000
      12.4288      158.166      2.03653      9.00000
      12.4327      157.805      2.01653      9.00000
      12.4328      141.473      9.61724      7.00000
      12.4364      158.148      2.04420      9.00000
      12.4397      146.057      10.3356      7.00000
      12.4449      144.742      11.4502      7.00000
      12.4459      161.236      2.72111      9.00000
      12.4521      141.176      11.1497      7.00000
      12.4533      165.360      1.72518      9.00000
      12.4576      142.493      11.3936      7.00000
      12.4624      165.049      1.73766      9.00000
      12.4648      148.350      10.6824      7.00000
      12.4659      166.310      1.71591      9.00000
      12.4682      165.626      1.70873      9.00000
      12.4699      156.817      9.34319      7.00000
      12.4758      165.368      2.46473      9.00000
      12.4775      154.555      8.29250      7.00000
      12.4827      162.019      8.84952      7.00000
      12.4835      164.160      2.78006      9.00000
      12.4887      164.062      2.47309      9.00000
      12.4899      152.708      9.82257      7.00000
      12.4953      143.838      10.2219      7.00000
      12.4958      163.836      2.35080      9.00000
      12.4996      163.197      1.89541      9.00000
      12.5011      149.305      10.1442      7.00000
      12.5062      139.232      12.5012      7.00000
      12.5088      157.202      3.05595      9.00000
      12.5157      120.110      17.1061      7.00000
      12.5166      156.481      2.82929      9.00000
      12.5204      121.852      13.3095      7.00000
      12.5240      158.373      2.18261      9.00000
      12.5258      111.834      16.2111      7.00000
      12.5263      157.757      2.08361      9.00000
      12.5317      158.240      1.95653      9.00000
      12.5330      142.158      13.9628      7.00000
      12.5388      127.668      14.4531      7.00000
      12.5391      158.179      1.80329      9.00000
      12.5460      151.241      20.5022      7.00000
      12.5468      161.023      2.38895      9.00000
      12.5517      166.040      2.78747      9.00000
      12.5518      138.579      16.4116      7.00000
      12.5577      159.267      16.3436      7.00000
      12.5593      166.866      2.32013      9.00000
      12.5630      169.448      2.30771      9.00000
      12.5649      165.491      16.3822      7.00000
      12.5699      151.227      14.9083      7.00000
      12.5725      162.437      3.01385      9.00000
      12.5761      160.522      15.1266      7.00000
      12.5799      159.860      1.63124      9.00000
      12.5843      140.794      14.1687      7.00000
      12.5871      159.486      1.63088      9.00000
      12.5885      130.657      12.6197      7.00000
      12.5896      159.266      1.33851      9.00000
      12.5948      159.624      1.75539      9.00000
      12.5951      141.258      12.8173      7.00000
      12.6023      150.142      16.0144      7.00000
      12.6024      162.943      2.07275      9.00000
      12.6077      142.783      19.7110      7.00000
      12.6078      162.692      2.68747      9.00000
      12.6098      155.002      25.3013      7.00000
      12.6101      154.617      29.9160      7.00000
      12.6152      161.597      2.78856      9.00000
      12.6225      159.136      2.88741      9.00000
      12.6282      160.007      2.71962      9.00000
      12.6357      159.453      2.65642      9.00000
      12.6431      158.224      2.75568      9.00000
      12.6470      157.067      2.94796      9.00000
      12.6528      155.253      2.30153      9.00000
      12.6582      154.720      2.12099      9.00000
      12.6656      151.731      2.17952      9.00000
      12.6708      149.524      2.38992      9.00000
      12.6783      151.733      3.29874      9.00000
      12.6856      154.902      3.58080      9.00000
      12.6912      160.999      3.38122      9.00000
      12.6990      161.353      1.79700      9.00000
      12.7064      162.380      1.46996      9.00000
      12.7117      161.599      1.09241      9.00000
      12.7160      160.963     0.864170      9.00000
      12.7212      160.743     0.884531      9.00000
      12.7286      160.542     0.916654      9.00000
      12.7341      160.329      1.07604      9.00000
      12.7415      158.828      1.19139      9.00000
      12.7490      157.715     0.799811      9.00000
      12.7544      158.102      1.30506      9.00000
      12.7623      155.887      2.57030      9.00000
      12.7696      152.956      2.36189      9.00000
      12.7751      151.696      2.51427      9.00000
      12.7792      152.593      2.42733      9.00000
      12.7844      153.394      2.66447      9.00000
      12.7921      153.780      2.74243      9.00000
      12.7997      152.350      1.77744      9.00000
      12.8047      153.352      1.37602      9.00000
      12.8122      154.948     0.774224      9.00000
      12.8197      156.487      1.56504      9.00000
      12.8254      156.699      1.76859      9.00000
      12.8328      155.725      1.57033      9.00000
      12.8383      155.009      1.90641      9.00000
      12.8457      153.057      1.72714      9.00000
      12.8476      153.063      1.99024      9.00000
      12.8550      147.987      2.89622      9.00000
      12.8629      147.639      1.81759      9.00000
      12.8679      149.248      2.14937      9.00000
      12.8754      153.551      3.16496      9.00000
      12.8831      158.505      2.39452      9.00000
      12.8904      158.532      2.63426      9.00000
      12.8959      157.557      2.58606      9.00000
      12.9015      153.550      2.01835      9.00000
      12.9088      151.299      1.28634      9.00000
      12.9162      149.834      1.49418      9.00000
      12.9184      149.023      1.46446      9.00000
      12.9260      145.823      2.43800      9.00000
      12.9347      151.092      3.22139      9.00000
      12.9423      158.933      2.52618      9.00000
      12.9460      156.773      2.17338      9.00000
      12.9536      154.470      1.91042      9.00000
      12.9610      150.487      1.67969      9.00000
      12.9665      149.765      1.57704      9.00000
      12.9720      152.157      1.74494      9.00000
      12.9794      153.257      1.85805      9.00000
      12.9867      154.686      2.13625      9.00000
      12.9929      156.779      2.57987      9.00000
      12.9979      158.080      3.73099      9.00000
      13.0071      155.018      3.24999      9.00000
      13.0149      149.042      2.42202      9.00000
      13.0222      150.460      1.74041      9.00000
      13.0242      151.543      1.57418      9.00000
      13.0318      149.406      1.61295      9.00000
      13.0370      150.691      1.74059      9.00000
      13.0446      149.469      1.62037      9.00000
      13.0499      149.535      1.71213      9.00000
      13.0573      148.757      1.64444      9.00000
      13.0646      145.787      1.67373      9.00000
      13.0720      145.291      1.56296      9.00000
      13.0780      144.734      2.36048      9.00000
      13.0853      149.065      2.61508      9.00000
      13.0910      151.428      2.04628      9.00000
      13.0982      152.850      2.22019      9.00000
      13.1036      150.698      2.05129      9.00000
      13.1077      148.669      2.20766      9.00000
      13.1153      144.389      1.07233      9.00000
      13.1241      145.262     0.802410      9.00000
      13.1299      145.394     0.662975      9.00000
      13.1353      147.019      1.34736      9.00000
      13.1429      148.840      1.96618      9.00000
      13.1503      149.855      1.78795      9.00000
      13.1558      149.552      2.01280      9.00000
      13.1613      148.006      1.97330      9.00000
      13.1687      144.997      1.88532      9.00000
      13.1760      143.814      2.18004      9.00000
      13.1821      146.501      2.36625      9.00000
      13.1912      150.096      1.76671      9.00000
      13.1967      152.482      1.16003      9.00000
      13.2042      150.174      1.62819      9.00000
      13.2115      146.612      1.91116      9.00000
      13.2171      144.281      1.59365      9.00000
      13.2223      142.919      1.38518      9.00000
      13.2263      142.102      1.56634      9.00000
      13.2338      141.975      2.12705      9.00000
      13.2412      144.819      2.66815      9.00000
      13.2468      147.159      2.34057      9.00000
      13.2540      148.983      2.62499      9.00000
      13.2614      146.965      2.39283      9.00000
      13.2689      144.117      2.00606      9.00000
      13.2764      143.656      1.79446      9.00000
      13.2819      143.723      1.87200      9.00000
      13.2874      144.942      1.81466      9.00000
      13.2948      147.581      1.96706      9.00000
      13.3021      146.674      2.47009      9.00000
      13.3080      145.490      2.58806      9.00000
      13.3170      144.913      2.19781      9.00000
      13.3225      145.782      2.28699      9.00000
      13.3302      145.093      1.61224      9.00000
      13.3375      143.490      1.11225      9.00000
      13.3429      143.687      1.04371      9.00000
      13.3486      143.026      1.11836      9.00000
      13.3523      143.933      1.39357      9.00000
      13.3598      143.464      1.73576      9.00000
      13.3675      142.279      1.78031      9.00000
      13.3765      144.412      1.88496      9.00000
      13.3821      144.969      2.07237      9.00000
      13.3874      146.400      1.73626      9.00000
      13.3949      147.427      1.57438      9.00000
      13.4023      148.954      1.44721      9.00000
      13.4099      147.609      1.19907      9.00000
      13.4138      145.481      1.44772      9.00000
      13.4208      142.930      1.44106      9.00000
      13.4281      139.818      1.44042      9.00000
      13.4355      139.943     0.942627      9.00000
      13.4429      141.877      1.44967      9.00000
      13.4504      143.387      1.25257      9.00000
      13.4576      142.461      1.26806      9.00000
      13.4637      141.370      1.27434      9.00000
      13.4692      141.273     0.958101      9.00000
      13.4764      140.688      1.16454      9.00000
      13.4821      138.201      1.48668      9.00000
      13.4894      136.911      1.85273      9.00000
      13.4969      138.792      2.10067      9.00000
      13.5021      142.128      3.15743      9.00000
      13.5114      146.152      1.84994      9.00000
      13.5192      143.698      1.74775      9.00000
      13.5229      142.426      1.39008      9.00000
      13.5301      139.933     0.960224      9.00000
      13.5372      137.740     0.861516      9.00000
      13.5412      136.907      1.14661      9.00000
      13.5487      134.883      1.47301      9.00000
      13.5504      133.917      1.54747      9.00000
      13.5614      138.824      2.17379      9.00000
      13.5691      141.216      1.53973      9.00000
      13.5800      142.798     0.932377      9.00000
      13.5837      142.342     0.835935      9.00000
      13.5911      141.201      1.11000      9.00000
      13.5987      139.445      1.28406      9.00000
      13.6023      138.997      1.44494      9.00000
      13.6096      137.202      1.58349      9.00000
      13.6169      137.352      1.93836      9.00000
      13.6243      137.018      2.08625      9.00000
      13.6317      138.491      2.29101      9.00000
      13.6391      140.523      2.19731      9.00000
      13.6466      141.207      1.75895      9.00000
      13.6540      140.191      1.31665      9.00000
      13.6580      139.564      1.24288      9.00000
      13.6656      137.907     0.877689      9.00000
      13.6725      137.784      1.17736      9.00000
      13.6798      139.885      1.73865      9.00000
      13.6857      137.219      1.85123      9.00000
      13.6946      135.249      2.14753      9.00000
      13.7020      131.650      1.62309      9.00000
      13.7094      132.313     0.864008      9.00000
      13.7151      133.443     0.747940      9.00000
      13.7225      133.025     0.798145      9.00000
      13.7281      134.042     0.897595      9.00000
      13.7337      133.716     0.941124      9.00000
      13.7410      133.798      1.17047      9.00000
      13.7486      133.335      1.23390      9.00000
      13.7572      133.211      1.17404      9.00000
      13.7630      133.020      1.28900      9.00000
      13.7707      133.641     0.935902      9.00000
      13.7777      134.311     0.963573      9.00000
      13.7818      134.364     0.914182      9.00000
      13.7892      134.733     0.773857      9.00000
      13.7963      133.527     0.966644      9.00000
      13.8038      133.385     0.952280      9.00000
      13.8112      133.002     0.977919      9.00000
      13.8167      132.371     0.867250      9.00000
      13.8261      132.589     0.962220      9.00000
      13.8335      132.336      1.35506      9.00000
      13.8373      131.832      1.03271      9.00000
      13.8444      132.365     0.847327      9.00000
      13.8518      131.677     0.898629      9.00000
      13.8591      131.063     0.738949      9.00000
      13.8663      131.313     0.908300      9.00000
      13.8705      131.029      1.08320      9.00000
      13.8796      134.643      1.64470      9.00000
      13.8887      134.044      1.64687      9.00000
      13.8928      133.914      1.22146      9.00000
      13.8999      134.146      1.20681      9.00000
      13.9072      135.765      1.04447      9.00000
      13.9146      135.255     0.924095      9.00000
      13.9216      133.784      1.28498      9.00000
      13.9291      131.269      1.43779      9.00000
      13.9333      130.614      1.41123      9.00000
      13.9421      132.452      1.86635      9.00000
      13.9461      134.242      1.49239      9.00000
      13.9556      135.652     0.975828      9.00000
      13.9627      134.170     0.984925      9.00000
      13.9700      132.528     0.798393      9.00000
      13.9771      131.853     0.794068      9.00000
      13.9843      129.940     0.966665      9.00000
      13.9919      128.521      1.21624      9.00000
      13.9960      127.315      1.36613      9.00000
      14.0047      128.027      1.24063      9.00000
      14.0142      129.736      1.44555      9.00000
      14.0184      129.620      1.25808      9.00000
      14.0254      130.180      1.25081      9.00000
      14.0327      129.073      1.06282      9.00000
      14.0401      129.551      1.13833      9.00000
      14.0474      128.765      1.40117      9.00000
      14.0548      129.819      1.45048      9.00000
      14.0622      129.887      1.84999      9.00000
      14.0676      130.806      1.97525      9.00000
      14.0769      131.486      1.04291      9.00000
      14.0842      133.021     0.740370      9.00000
      14.0883      132.724     0.918774      9.00000
      14.0954      132.022     0.985306      9.00000
      14.1028      131.266      1.16801      9.00000
      14.1101      127.975      1.31737      9.00000
      14.1175      126.743      1.59170      9.00000
      14.1251      125.793      1.39868      9.00000
      14.1340      126.074      1.72272      9.00000
      14.1411      125.899      1.61418      9.00000
      14.1485      126.100      1.34785      9.00000
      14.1545      125.586      1.47793      9.00000
      14.1603      127.107      1.33630      9.00000
      14.1657      128.063      1.53255      9.00000
      14.1730      128.572      1.70424      9.00000
      14.1802      129.382      1.43520      9.00000
      14.1878      128.242      1.59369      9.00000
      14.1964      127.073     0.496616      9.00000
      14.2040      127.697      1.02657      9.00000
      14.2116      126.747      1.29017      9.00000
      14.2188      126.588      1.11343      9.00000
      14.2248      127.140      1.26256      9.00000
      14.2302      127.207      1.30472      9.00000
      14.2371      129.558      1.44225      9.00000
      14.2446      131.616      1.73305      9.00000
      14.2483      131.612      1.24219      9.00000
      14.2593      131.861      1.25488      9.00000
      14.2666      130.641      1.15317      9.00000
      14.2777      127.926     0.978204      9.00000
      14.2813      127.522     0.884307      9.00000
      14.2856      127.042     0.995949      9.00000
      14.2928      128.032      1.07139      9.00000
      14.3000      128.902      1.38146      9.00000
      14.3073      130.711      1.38092      9.00000
      14.3145      127.195      2.07556      9.00000
      14.3239      125.464      1.95805      9.00000
      14.3311      124.088      1.66381      9.00000
      14.3389      123.829      1.39431      9.00000
      14.3460      123.905      1.20475      9.00000
      14.3530      123.168      1.16026      9.00000
      14.3591      126.058      1.86272      9.00000
      14.3644      128.347      2.33417      9.00000
      14.3754      127.796      2.51988      9.00000
      14.3772      128.749      2.77387      9.00000
      14.3848      125.501      1.32152      9.00000
      14.3943      124.776     0.887255      9.00000
      14.4050      123.209     0.781061      9.00000
      14.4086      122.673     0.643739      9.00000
      14.4159      123.078     0.741343      9.00000
      14.4231      124.283     0.971030      9.00000
      14.4305      125.960     0.955668      9.00000
      14.4398      126.298     0.459046      9.00000
      14.4431      126.320     0.517619      9.00000
      14.4543      122.682      2.23734      9.00000
      14.4617      120.281      1.43181      9.00000
      14.4713      117.574     0.874723      9.00000
      14.4751      118.552      1.14145      9.00000
      14.4805      119.646      1.17811      9.00000
      14.4877      120.365      1.68930      9.00000
      14.4950      119.451      2.14938      9.00000
      14.5022      118.064      2.50090      9.00000
      14.5116      119.155      2.79467      9.00000
      14.5187      122.001      2.60700      9.00000
      14.5264      121.055      2.24194      9.00000
      14.5336      121.470      1.92444      9.00000
      14.5409      120.514      1.90453      9.00000
      14.5470      120.601      1.78027      9.00000
      14.5556      122.115      1.75996      9.00000
      14.5631      119.020      2.04670      9.00000
      14.5720      116.490      1.47541      9.00000
      14.5793      118.044      2.07722      9.00000
      14.5867      119.098      1.84066      9.00000
      14.5940      120.856      1.29127      9.00000
      14.5984      119.682      1.40424      9.00000
      14.6055      119.684      1.26739      9.00000
      14.6127      121.784      1.31221      9.00000
      14.6199      120.392      2.46519      9.00000
      14.6272      117.891      2.46439      9.00000
      14.6348      114.829      1.78466      9.00000
      14.6420      112.925      1.59725      9.00000
      14.6510      112.733      1.07413      9.00000
      14.6583      112.995      1.15102      9.00000
      14.6655      114.938      1.16535      9.00000
      14.6677      115.255      1.18519      9.00000
      14.6788      118.278      1.58257      9.00000
      14.6880      119.068      1.08364      9.00000
      14.6970      119.172      1.05755      9.00000
      14.7006      119.667     0.964014      9.00000
      14.7081      118.877     0.955836      9.00000
      14.7188      119.906     0.946152      9.00000
      14.7212      119.872      1.02059      9.00000
      14.7285      120.447      1.21879      9.00000
      14.7376      121.660      1.44816      9.00000
      14.7448      123.747      2.18949      9.00000
      14.7503      125.600      2.05082      9.00000
      14.7593      125.367      2.55529      9.00000
      14.7685      122.081      2.14594      9.00000
      14.7758      118.956      1.17762      9.00000
      14.7833      118.680     0.571923      9.00000
      14.7906      118.285     0.591620      9.00000
      14.7965      118.201     0.820896      9.00000
      14.8039      117.284      1.11256      9.00000
      14.8110      119.626      2.08631      9.00000
      14.8216      123.424      2.15356      9.00000
      14.8289      125.697      1.61391      9.00000
      14.8363      123.209      1.65294      9.00000
      14.8435      119.810      1.31135      9.00000
      14.8497      118.486      1.04024      9.00000
      14.8551      117.824     0.991512      9.00000
      14.8623      117.195      1.16265      9.00000
      14.8692      118.615      1.19331      9.00000
      14.8767      118.856      1.16558      9.00000
      14.8861      121.709      1.38732      9.00000
      14.8936      121.396      1.09951      9.00000
      14.9008      120.385      1.30052      9.00000
      14.9080      119.055      1.14266      9.00000
      14.9152      118.290      1.01627      9.00000
      14.9224      118.363      1.10673      9.00000
      14.9298      119.565     0.825745      9.00000
      14.9373      119.353     0.959446      9.00000
      14.9462      119.967     0.764881      9.00000
      14.9535      120.955      1.28928      9.00000
      14.9610      120.264      1.24328      9.00000
      14.9681      119.844      1.09021      9.00000
      14.9759      117.267      1.17855      9.00000
      14.9830      115.884      1.03287      9.00000
      14.9902      114.822      1.17901      9.00000
      14.9979      114.817      1.08153      9.00000
      15.0052      116.308      1.38879      9.00000
      15.0158      119.084      1.52882      9.00000
      15.0228      119.373      1.21641      9.00000
      15.0302      119.266      1.29448      9.00000
      15.0365      117.545      1.16519      9.00000
      15.0420      117.651      1.46914      9.00000
      15.0491      114.360      1.36309      9.00000
      15.0563      114.216      1.33611      9.00000
      15.0635      114.951      1.59778      9.00000
      15.0729      117.726     0.887086      9.00000
      15.0804      118.650      1.22543      9.00000
      15.0875      119.249      1.47128      9.00000
      15.0947      118.907      1.51298      9.00000
      15.1019      117.750      1.57425      9.00000
      15.1091      115.526      1.69555      9.00000
      15.1165      113.840     0.955478      9.00000
      15.1239      114.368      1.33087      9.00000
      15.1350      115.075      1.80314      9.00000
      15.1421      115.438      1.67206      9.00000
      15.1497      114.154      1.56107      9.00000
      15.1569      115.500      1.18249      9.00000
      15.1641      114.667     0.986550      9.00000
      15.1709      115.426      1.10045      9.00000
      15.1786      116.978     0.862587      9.00000
      15.1861      116.430      1.00910      9.00000
      15.1950      116.445     0.808897      9.00000
      15.2023      116.747     0.883540      9.00000
      15.2096      117.062     0.978615      9.00000
      15.2187      117.702      1.05368      9.00000
      15.2250      116.709      1.25622      9.00000
      15.2317      116.828      1.36842      9.00000
      15.2391      116.266      1.74703      9.00000
      15.2466      112.523      1.81012      9.00000
      15.2571      111.323      1.73262      9.00000
      15.2644      111.414      1.50663      9.00000
      15.2716      111.381      2.05668      9.00000
      15.2788      108.726      1.79541      9.00000
      15.2850      106.893      1.53382      9.00000
      15.2938      104.660      1.53560      9.00000
      15.3012      104.553      1.49882      9.00000
      15.3084      105.857      2.26173      9.00000
      15.3156      104.665      2.34456      9.00000
      15.3231      107.102      2.70351      9.00000
      15.3337      103.478      2.74956      9.00000
      15.3409      103.410      2.26077      9.00000
      15.3471      100.660      1.87826      9.00000
      15.3526      101.217      1.44761      9.00000
      15.3630      101.407      1.87363      9.00000
      15.3704      102.996      1.92376      9.00000
      15.3777      101.760      2.23417      9.00000
      15.3851      105.328      2.71726      9.00000
      15.3923      104.861      2.24994      9.00000
      15.4029      108.958      2.02099      9.00000
      15.4076      106.212      2.01288      9.00000
      15.4146      105.667      1.49302      9.00000
      15.4217      102.206      1.34907      9.00000
      15.4285      100.102      1.02144      9.00000
      15.4396      98.0789     0.741322      9.00000
      15.4468      100.468      2.09562      9.00000
      15.4540      99.4703      3.28196      9.00000
      15.4614      98.1132      3.38870      9.00000
      15.4711      93.5769      3.40642      9.00000
      15.4766      93.0859      3.11991      9.00000
      15.4837      95.3254      3.02908      9.00000
      15.4942      101.136      2.50038      9.00000
      15.5016      101.616      2.43794      9.00000
      15.5087      102.930      2.89367      9.00000
      15.5159      102.963      2.39334      9.00000
      15.5234      103.591      2.52723      9.00000
      15.5330      100.900      2.81007      9.00000
      15.5385      102.457      2.61156      9.00000
      15.5456      98.3976      3.05692      9.00000
      15.5563      94.5406      2.70867      9.00000
      15.5635      93.2395      2.25881      9.00000
      15.5706      98.3594      4.01340      9.00000
      15.5778      102.402      3.49540      9.00000
      15.5886      106.145      3.12246      9.00000
      15.5949      103.656      3.04029      9.00000
      15.6004      103.534      2.07868      9.00000
      15.6107      102.137      2.17243      9.00000
      15.6181      102.517      2.21390      9.00000
      15.6253      103.588      2.34910      9.00000
      15.6322      107.167      3.19857      9.00000
      15.6399      107.513      3.49040      9.00000
      15.6505      106.443      3.50147      9.00000
      15.6567      104.110      3.38656      9.00000
      15.6655      104.790      2.87264      9.00000
      15.6728      106.622      2.69707      9.00000
      15.6800      107.457      3.30855      9.00000
      15.6871      108.340      4.07145      9.00000
      15.6946      110.969      3.98994      9.00000
      15.7051      108.845      4.09801      9.00000
      15.7142      108.279      3.11620      9.00000
      15.7206      103.584      2.59690      9.00000
      15.7276      104.161      2.61824      9.00000
      15.7346      102.670      3.01138      9.00000
      15.7421      101.251      2.66338      9.00000
      15.7525      100.176      3.02169      9.00000
      15.7596      102.111      2.81703      9.00000
      15.7668      98.3370      1.59279      9.00000
